fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_label,wine_type,alcohol_g_per_L,acidity_to_alcohol_ratio,SO2_ratio,alc_acid_ratio
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,medium,red,71.799,0.116993272886809,34.61538461538461,108.33333333333333
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,medium,red,78.9,0.0861850443599493,51.42857142857142,147.05882352941177
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,medium,red,88.36800000000001,0.11768966141589715,22.727272727272727,107.6923076923077
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,low,red,87.57900000000001,0.07992783658182898,31.343283582089555,158.57142857142856
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,high,red,105.726,0.1068800484270662,31.57894736842105,118.58407079646018
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,low,red,81.26700000000001,0.10951554751621198,22.727272727272727,115.73033707865167
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5,low,red,75.744,0.12146176594845795,44.61538461538462,104.34782608695652
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,medium,red,88.36800000000001,0.11768966141589715,22.727272727272727,107.6923076923077
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,low,red,71.01,0.1633572736234333,21.27659574468085,77.58620689655173
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,medium,red,89.15700000000001,0.10318875691196426,60.86956521739131,122.82608695652175
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,low,red,73.37700000000001,0.11311446366027501,31.57894736842105,112.04819277108433
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,low,red,93.102,0.11814998603681982,40.0,107.27272727272728
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,low,red,71.01,0.11406844106463877,19.379844961240313,111.11111111111111
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,medium,red,72.58800000000001,0.15842839036755385,33.33333333333333,80.0
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,low,red,76.533,0.13066258999385885,38.46153846153847,97.0
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,medium,red,90.735,0.11351738579379513,41.17647058823529,111.6504854368932
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,medium,red,110.46000000000001,0.07966684772768423,38.88888888888889,159.0909090909091
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,medium,red,72.58800000000001,0.15705075219044468,28.57142857142857,80.7017543859649
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,low,red,77.322,0.11251648948552803,75.0,112.64367816091956
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,low,red,83.634,0.1554391754549585,31.914893617021278,81.53846153846153
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,medium,red,89.946,0.1067307050897205,48.07692307692308,118.75
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,medium,red,82.056,0.15233499073803256,36.76470588235294,83.2
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,low,red,83.634,0.1183729105387761,35.714285714285715,107.07070707070707
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,medium,red,74.166,0.1415743062858992,41.66666666666667,89.52380952380953
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,low,red,80.47800000000001,0.1192872586296876,17.857142857142858,106.25
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,low,red,76.533,0.12151620869428875,37.5,104.30107526881717
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,medium,red,86.79,0.11982947344164074,30.0,105.76923076923077
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,low,red,80.47800000000001,0.1192872586296876,17.857142857142858,106.25
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,medium,red,79.68900000000001,0.11795856391722821,19.35483870967742,107.44680851063828
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,low,red,72.58800000000001,0.14602964677357136,26.08695652173913,86.79245283018867
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,high,red,92.313,0.10182747825333377,35.294117647058826,124.46808510638296
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,low,red,74.166,0.14292263301243158,33.33333333333333,88.67924528301887
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,low,red,74.166,0.14292263301243158,38.88888888888889,88.67924528301887
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,medium,red,105.726,0.10025916047140722,25.0,126.41509433962266
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,low,red,78.9,0.12927756653992395,35.294117647058826,98.03921568627452
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,low,red,78.9,0.12927756653992395,35.294117647058826,98.03921568627452
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,medium,red,78.9,0.12927756653992395,35.714285714285715,98.03921568627452
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,medium,red,85.212,0.1361310613528611,52.23880597014925,93.10344827586208
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,medium,red,80.47800000000001,0.11555953179750987,38.46153846153847,109.6774193548387
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,medium,red,83.634,0.11119879474854726,42.857142857142854,113.9784946236559
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,medium,red,104.937,0.08767165060941326,48.0,144.56521739130437
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,medium,red,105.726,0.08417986115052116,48.148148148148145,150.56179775280899
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,medium,red,91.524,0.09505703422053231,28.39506172839506,133.33333333333334
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,medium,red,95.46900000000001,0.06808492809184133,30.76923076923077,186.15384615384616
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,high,red,86.79,0.1232860928678419,31.25,102.80373831775702
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,medium,red,71.01,0.10984368398817067,36.84210526315789,115.3846153846154
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,low,red,87.57900000000001,0.08221148905559551,38.05309734513274,154.16666666666666
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,high,red,86.79,0.1232860928678419,31.25,102.80373831775702
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,medium,red,91.524,0.09505703422053231,28.39506172839506,133.33333333333334
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,medium,red,71.01,0.10984368398817067,36.84210526315789,115.3846153846154
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,medium,red,94.68,0.10984368398817068,50.0,115.38461538461537
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,medium,red,94.68,0.10984368398817068,50.0,115.38461538461537
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,medium,red,86.001,0.12209160358600481,25.0,103.80952380952382
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,medium,red,85.212,0.12322208139698633,27.27272727272727,102.85714285714288
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,medium,red,98.625,0.10342205323193916,38.46153846153847,122.54901960784315
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,medium,red,85.212,0.12204853776463409,28.57142857142857,103.84615384615385
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,medium,red,74.955,0.1494229871256087,46.15384615384615,84.82142857142858
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,medium,red,80.47800000000001,0.12425756107259125,41.935483870967744,102.0
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,medium,red,89.946,0.14786649767638363,53.48837209302325,85.71428571428571
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5,low,red,74.955,0.16543259288906678,44.18604651162791,76.61290322580645
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,medium,red,80.47800000000001,0.12425756107259125,41.935483870967744,102.0
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,medium,red,76.533,0.13980897129342898,30.612244897959183,90.65420560747664
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,medium,red,93.102,0.11277953212605529,40.0,112.38095238095238
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,medium,red,93.102,0.11277953212605529,40.0,112.38095238095238
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,low,red,73.37700000000001,0.11584011338702861,22.516556291390728,109.41176470588236
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,medium,red,93.891,0.13313310114920493,35.714285714285715,95.2
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,low,red,66.276,0.15691954855452955,31.25,80.76923076923077
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,medium,red,92.313,0.11807654393205724,34.375,107.33944954128441
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,low,red,86.79,0.08411107270422859,36.79245283018868,150.68493150684932
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,medium,red,78.9,0.12420785804816223,45.45454545454545,102.04081632653062
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,low,red,71.799,0.10585105642139861,37.2093023255814,119.73684210526316
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5,low,red,77.322,0.10605002457256665,35.338345864661655,119.51219512195124
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,low,red,74.166,0.12539438556751073,26.76056338028169,101.0752688172043
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,low,red,74.955,0.12274031085317856,19.82758620689655,103.2608695652174
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,low,red,78.111,0.13314385937960083,54.71698113207547,95.1923076923077
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,low,red,86.79,0.08411107270422859,36.79245283018868,150.68493150684932
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6,medium,red,89.946,0.07782447246125453,38.82352941176471,162.85714285714286
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,medium,red,68.643,0.11945864836909807,58.18181818181818,106.09756097560977
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,low,red,74.166,0.13348434592670497,18.181818181818183,94.94949494949495
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,medium,red,81.26700000000001,0.11197657105590213,3.571428571428571,113.18681318681321
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,low,red,81.26700000000001,0.14643090061156433,28.57142857142857,86.5546218487395
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,low,red,81.26700000000001,0.14643090061156433,28.57142857142857,86.5546218487395
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,medium,red,100.992,0.1019882762991128,45.45454545454545,124.27184466019416
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,medium,red,78.9,0.12674271229404308,40.625,100.0
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,medium,red,81.26700000000001,0.11197657105590213,3.571428571428571,113.18681318681321
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,low,red,74.166,0.13348434592670497,18.181818181818183,94.94949494949495
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,medium,red,84.423,0.09594541771792046,38.46153846153847,132.09876543209876
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,medium,red,94.68,0.1362484157160963,14.285714285714285,93.02325581395348
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,low,red,88.36800000000001,0.12674271229404308,29.411764705882355,100.0
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,5,low,red,75.744,0.12146176594845795,42.5531914893617,104.34782608695652
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,medium,red,86.79,0.1094596151630372,29.411764705882355,115.78947368421053
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,low,red,78.111,0.11906133579137382,25.0,106.4516129032258
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,medium,red,86.79,0.12904712524484385,30.18867924528302,98.21428571428572
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,medium,red,66.276,0.21576437926247816,40.0,58.74125874125874
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,low,red,71.799,0.12674271229404308,35.84905660377358,100.0
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,medium,red,74.955,0.10006003602161297,35.714285714285715,126.66666666666666
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,medium,red,84.423,0.1255582009641922,28.57142857142857,100.94339622641509
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,medium,red,82.056,0.1511163108121283,39.130434782608695,83.87096774193549
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,6,medium,red,74.166,0.1213494053879136,24.0,104.44444444444446
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,medium,red,74.955,0.09072109932626242,36.0,139.7058823529412
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,medium,red,78.9,0.11913814955640051,31.11111111111111,106.38297872340425
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,medium,red,78.9,0.12040557667934093,31.818181818181817,105.26315789473684
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,low,red,90.735,0.055105527084366564,33.33333333333333,229.99999999999997
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,low,red,87.57900000000001,0.176983066716907,43.47826086956522,71.61290322580645
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,low,red,87.57900000000001,0.176983066716907,43.47826086956522,71.61290322580645
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,medium,red,92.313,0.11807654393205724,58.82352941176471,107.33944954128441
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,low,red,87.57900000000001,0.17812489295379028,43.47826086956522,71.15384615384616
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,medium,red,92.313,0.11807654393205724,58.82352941176471,107.33944954128441
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,medium,red,100.203,0.12973663463169766,12.76595744680851,97.6923076923077
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,low,red,89.946,0.14119582860827606,26.31578947368421,89.76377952755907
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5,low,red,72.58800000000001,0.12398743593982475,21.487603305785125,102.22222222222221
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,low,red,72.58800000000001,0.12398743593982475,37.27272727272727,102.22222222222221
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,medium,red,79.68900000000001,0.09537075380541855,41.66666666666667,132.89473684210526
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,medium,red,100.203,0.12973663463169766,12.76595744680851,97.6923076923077
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,low,red,89.946,0.14119582860827606,26.31578947368421,89.76377952755907
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,medium,red,71.01,0.12251795521757497,33.33333333333333,103.44827586206897
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,medium,red,71.01,0.12251795521757497,33.33333333333333,103.44827586206897
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,medium,red,84.423,0.11608211032538526,25.0,109.18367346938773
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,medium,red,92.313,0.06716280480539036,45.23809523809524,188.70967741935482
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,medium,red,86.79,0.13250374467104503,27.027027027027028,95.65217391304348
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,medium,red,92.313,0.06716280480539036,45.23809523809524,188.70967741935482
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,low,red,82.056,0.12430535244223456,35.714285714285715,101.96078431372551
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,4,low,red,75.744,0.13862484157160962,29.78723404255319,91.42857142857143
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6,medium,red,78.9,0.13434727503168567,25.64102564102564,94.33962264150944
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6,medium,red,80.47800000000001,0.15283680011928724,60.86956521739131,82.92682926829266
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4,low,red,78.9,0.12547528517110265,42.857142857142854,101.01010101010101
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5,low,red,74.955,0.11740377559869256,16.216216216216218,107.95454545454544
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5,low,red,77.322,0.11380978246812033,15.454545454545453,111.36363636363636
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6,medium,red,77.322,0.13708905615478129,45.0,92.45283018867926
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,low,red,75.744,0.16238910012674274,35.714285714285715,78.04878048780488
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,low,red,75.744,0.16238910012674274,35.714285714285715,78.04878048780488
11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43,9.2,5,low,red,72.58800000000001,0.16118366672177217,33.33333333333333,78.63247863247864
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7,medium,red,78.111,0.15362753005338556,47.61904761904761,82.5
11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76,10.7,7,medium,red,84.423,0.13977233692240268,67.5,90.6779661016949
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6,medium,red,75.744,0.10033798056611744,21.052631578947366,126.3157894736842
11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,7,medium,red,83.634,0.1327211421192338,34.04255319148936,95.4954954954955
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5,low,red,73.37700000000001,0.09948621502650692,17.647058823529413,127.39726027397262
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8,high,red,110.46000000000001,0.045265254390729676,38.0,280.0
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,7,medium,red,82.845,0.12312149194278471,38.46153846153847,102.94117647058825
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,low,red,76.533,0.11759633099447298,28.000000000000004,107.77777777777777
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6,medium,red,90.735,0.07273929575136386,15.436241610738255,174.24242424242425
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,low,red,76.533,0.11759633099447298,28.000000000000004,107.77777777777777
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5,low,red,71.01,0.1394169835234474,20.930232558139537,90.9090909090909
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5,low,red,74.955,0.105396571276099,52.63157894736842,120.25316455696202
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5,low,red,73.37700000000001,0.12129141284053585,27.522935779816514,104.49438202247192
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6,medium,red,73.37700000000001,0.1689902830587241,25.0,75.0
11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63,10.0,6,medium,red,78.9,0.15082382762991128,27.77777777777778,84.03361344537815
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6,medium,red,77.322,0.1099299035203435,16.666666666666664,115.29411764705884
12.7,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,6,medium,red,73.37700000000001,0.17307875764885453,50.0,73.22834645669293
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,4,low,red,78.9,0.10392902408111532,30.434782608695656,121.95121951219514
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,medium,red,71.01,0.18588931136459652,34.285714285714285,68.18181818181819
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5,low,red,73.37700000000001,0.10493751448001416,42.857142857142854,120.7792207792208
13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,medium,red,71.01,0.18588931136459652,34.285714285714285,68.18181818181819
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6,medium,red,71.799,0.11560049582863272,22.22222222222222,109.63855421686746
8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6,medium,red,72.58800000000001,0.11434396870006061,25.0,110.84337349397589
9.4,0.41,0.48,4.6,0.072,10.0,20.0,0.9973,3.34,0.79,12.2,7,medium,red,96.25800000000001,0.09765422094786926,50.0,129.7872340425532
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6,medium,red,82.845,0.10622246363691232,50.0,119.31818181818181
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6,medium,red,82.056,0.1230866725163303,16.923076923076923,102.97029702970298
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6,medium,red,100.203,0.06287236909074578,38.46153846153847,201.58730158730157
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5,low,red,72.58800000000001,0.12123215958560643,43.859649122807014,104.54545454545452
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5,low,red,74.166,0.17797912790227327,31.25,71.21212121212122
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6,medium,red,78.9,0.09505703422053231,62.06896551724138,133.33333333333331
8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.9962,3.26,0.74,9.8,5,low,red,77.322,0.10605002457256665,34.48275862068966,119.51219512195124
9.2,0.755,0.18,2.2,0.148,10.0,103.0,0.9969,2.87,1.36,10.2,6,medium,red,80.47800000000001,0.11431695618678395,9.70873786407767,110.86956521739131
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,low,red,76.533,0.1254360863941045,39.436619718309856,101.04166666666667
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,low,red,76.533,0.1254360863941045,39.436619718309856,101.04166666666667
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,6,medium,red,77.322,0.14872869299811178,50.0,85.21739130434783
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,5,low,red,80.47800000000001,0.14165361962275402,23.52941176470588,89.4736842105263
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5,low,red,73.37700000000001,0.15399920956157923,37.5,82.30088495575222
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5,low,red,74.166,0.111911118302187,14.285714285714285,113.25301204819276
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5,low,red,74.166,0.1105627915756546,13.461538461538462,114.63414634146343
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5,low,red,74.955,0.13341338136215064,28.125,95.0
