fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_label,wine_type,alcohol_g_per_L,acidity_to_alcohol_ratio,SO2_ratio,alc_acid_ratio,density_to_sugar_ratio
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5,low,red,74.166,0.13887765283283446,20.0,91.26213592233009,0.3570714285714286
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,medium,red,94.68,0.09928179129700042,33.33333333333333,127.6595744680851,0.41508333333333336
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,low,red,78.111,0.0883358297806967,55.55555555555556,143.47826086956522,0.4336956521739131
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,6,medium,red,68.643,0.11508821001413108,44.0,110.126582278481,0.6229375
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,medium,red,83.634,0.10880742281847096,56.52173913043478,116.4835164835165,0.5537222222222222
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5,low,red,72.58800000000001,0.10194522510607813,16.666666666666664,124.3243243243243,0.45268181818181813
14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,6,medium,red,85.212,0.16429610852931512,12.76595744680851,77.14285714285715,0.2635263157894737
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,7,medium,red,93.102,0.12352043994758437,40.0,102.60869565217392,0.2269090909090909
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,medium,red,86.79,0.13250374467104503,40.42553191489361,95.65217391304348,0.3334333333333333
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,medium,red,94.68,0.09928179129700042,33.33333333333333,127.6595744680851,0.41508333333333336
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,6,medium,red,104.937,0.10863661053775123,25.0,116.66666666666667,0.1610967741935484
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6,medium,red,85.212,0.09740412148523682,40.0,130.12048192771084,0.39916
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,medium,red,74.166,0.111911118302187,40.74074074074074,113.25301204819276,0.4987
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,medium,red,78.9,0.173637515842839,39.53488372093023,72.99270072992701,0.34531034482758627
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,medium,red,74.166,0.111911118302187,40.74074074074074,113.25301204819276,0.4987
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,medium,red,74.166,0.111911118302187,40.74074074074074,113.25301204819276,0.4987
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,low,red,72.58800000000001,0.10607813963740562,42.592592592592595,119.48051948051948,0.47523809523809524
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6,medium,red,76.533,0.09669031659545556,29.72972972972973,131.08108108108107,0.41579166666666667
7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6,medium,red,72.58800000000001,0.10745577781451478,47.91666666666667,117.94871794871796,0.49905
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6,medium,red,75.744,0.10957963667089143,40.476190476190474,115.66265060240963,0.5248421052631579
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,medium,red,72.58800000000001,0.10745577781451478,43.39622641509434,117.94871794871796,0.5253157894736842
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,medium,red,78.9,0.12167300380228135,32.6530612244898,104.16666666666667,0.39927999999999997
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,high,red,101.781,0.05502009215865436,13.636363636363635,230.3571428571429,0.7088571428571429
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,medium,red,78.9,0.173637515842839,39.53488372093023,72.99270072992701,0.34531034482758627
9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,5,low,red,74.955,0.1267427122940431,23.076923076923077,100.0,0.499
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,5,low,red,71.799,0.116993272886809,13.684210526315791,108.33333333333333,0.4985
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5,low,red,78.111,0.16258913597316638,24.0,77.95275590551182,0.4346521739130435
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,medium,red,102.57000000000001,0.116993272886809,18.421052631578945,108.33333333333333,0.23819047619047617
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,low,red,78.111,0.08449514152936205,54.83870967741935,150.00000000000003,0.12650632911392404
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,medium,red,86.79,0.13250374467104503,26.53061224489796,95.65217391304348,0.3841538461538461
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,medium,red,86.79,0.13250374467104503,26.53061224489796,95.65217391304348,0.3841538461538461
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,low,red,74.166,0.11730442520831648,21.428571428571427,108.04597701149427,0.4331739130434783
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,low,red,78.111,0.08449514152936205,54.83870967741935,150.00000000000003,0.12650632911392404
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,medium,red,85.212,0.09036285969112332,52.63157894736842,140.25974025974025,0.5852352941176471
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,medium,red,82.845,0.14726296095117386,29.6875,86.06557377049181,0.3846153846153846
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,medium,red,82.845,0.13760637334781822,24.390243902439025,92.10526315789474,0.3701481481481481
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,low,red,71.799,0.10724383347957492,55.55555555555556,118.18181818181816,0.36940740740740735
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,medium,red,79.68900000000001,0.10917441554041334,44.0,116.0919540229885,0.711857142857143
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,medium,red,85.212,0.11500727597052059,32.142857142857146,110.20408163265304,0.39924
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,medium,red,85.212,0.1408252358822701,40.0,90.0,0.3332
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,6,medium,red,89.15700000000001,0.11664815998743788,37.5,108.65384615384616,0.2694594594594594
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4,low,red,75.744,0.16502957329953527,53.06122448979592,76.8,0.2218
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,medium,red,74.955,0.12007204322593557,30.23255813953488,105.55555555555556,0.39948
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,low,red,74.955,0.12140617703955707,29.48717948717949,104.39560439560441,0.416125
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,low,red,73.37700000000001,0.09676056529975331,19.480519480519483,130.98591549295776,0.5245263157894737
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7,medium,red,92.313,0.10724383347957493,31.57894736842105,118.18181818181816,0.14904477611940298
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,low,red,74.955,0.11740377559869256,19.672131147540984,107.95454545454544,0.36970370370370365
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,5,low,red,73.37700000000001,0.11720293825040543,23.134328358208954,108.13953488372094,0.15172727272727274
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,medium,red,92.313,0.11482673079631253,30.0,110.37735849056602,0.45318181818181813
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,low,red,82.845,0.08449514152936206,27.419354838709676,150.0,0.524
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,medium,red,82.056,0.14502291118260702,35.0,87.39495798319328,0.4998
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,low,red,78.111,0.08705560036358514,65.38461538461539,145.58823529411765,0.5542222222222223
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,medium,red,93.102,0.10203862430452622,52.23880597014925,124.21052631578948,0.4155
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,medium,red,97.04700000000001,0.06800828464558409,66.66666666666666,186.36363636363637,0.4326956521739131
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,low,red,86.001,0.08953384262973686,25.0,141.55844155844156,0.49775
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,medium,red,86.79,0.12098167991704112,25.0,104.76190476190477,0.47514285714285714
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,low,red,86.001,0.08953384262973686,25.0,141.55844155844156,0.49775
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,medium,red,97.04700000000001,0.06800828464558409,66.66666666666666,186.36363636363637,0.4326956521739131
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,medium,red,89.946,0.071153803393147,39.58333333333333,178.125,0.4737619047619047
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,medium,red,83.634,0.11359016667862352,18.75,111.57894736842104,0.5256842105263159
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,low,red,73.37700000000001,0.12401706256728946,30.0,102.19780219780222,0.7675384615384615
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,medium,red,82.056,0.15599103051574537,37.142857142857146,81.25,0.4165416666666667
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,medium,red,86.79,0.12098167991704112,25.0,104.76190476190477,0.47514285714285714
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,low,red,72.58800000000001,0.10745577781451478,31.818181818181817,117.94871794871796,0.4533636363636363
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,medium,red,100.992,0.11783111533586818,50.0,107.56302521008404,0.43295652173913046
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,low,red,74.955,0.1640984590754453,33.33333333333333,77.23577235772358,0.43495652173913046
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,medium,red,78.111,0.13314385937960083,40.74074074074074,95.1923076923077,0.312375
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,low,red,74.955,0.1640984590754453,33.33333333333333,77.23577235772358,0.43495652173913046
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,medium,red,80.47800000000001,0.099406048858073,61.29032258064516,127.49999999999999,0.4979
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,medium,red,88.36800000000001,0.12561108093427484,27.27272727272727,100.9009009009009,0.3120625
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,medium,red,78.111,0.13314385937960083,40.74074074074074,95.1923076923077,0.312375
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,low,red,73.37700000000001,0.09539774043637651,14.000000000000002,132.85714285714286,0.6634
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,high,red,77.322,0.16295491580662683,20.689655172413794,77.77777777777779,0.45395454545454544
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,medium,red,89.15700000000001,0.13347241383177988,25.925925925925924,94.95798319327731,0.46455813953488373
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,medium,red,88.36800000000001,0.17653449212384573,13.953488372093023,71.7948717948718,0.27113513513513515
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,medium,red,91.524,0.10926095887417508,57.89473684210527,115.99999999999999,0.36899999999999994
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,medium,red,98.625,0.05373891001267427,18.51851851851852,235.8490566037736,0.5843529411764705
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,medium,red,79.68900000000001,0.11921344225677319,19.35483870967742,106.3157894736842,0.4755238095238095
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,low,red,82.845,0.15088418130243225,43.05555555555556,84.0,0.38446153846153847
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,low,red,88.36800000000001,0.10524171645844649,37.5,120.4301075268817,0.4746666666666667
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,medium,red,80.47800000000001,0.10686150252242847,25.925925925925924,118.60465116279069,0.49835
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,medium,red,85.212,0.13965169224991786,48.57142857142857,90.75630252100841,0.35692857142857143
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,medium,red,85.212,0.13965169224991786,48.57142857142857,90.75630252100841,0.35692857142857143
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,medium,red,71.799,0.116993272886809,34.61538461538461,108.33333333333333,0.5543888888888889
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,medium,red,78.9,0.0861850443599493,51.42857142857142,147.05882352941177,0.5863529411764706
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,medium,red,88.36800000000001,0.11768966141589715,22.727272727272727,107.6923076923077,0.3570714285714286
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,low,red,87.57900000000001,0.07992783658182898,31.343283582089555,158.57142857142856,0.622
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,high,red,105.726,0.1068800484270662,31.57894736842105,118.58407079646018,0.19207692307692306
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,low,red,81.26700000000001,0.10951554751621198,22.727272727272727,115.73033707865167,0.4341739130434783
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5,low,red,75.744,0.12146176594845795,44.61538461538462,104.34782608695652,0.36992592592592594
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,medium,red,88.36800000000001,0.11768966141589715,22.727272727272727,107.6923076923077,0.3570714285714286
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,low,red,71.01,0.1633572736234333,21.27659574468085,77.58620689655173,0.4549090909090908
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,medium,red,89.15700000000001,0.10318875691196426,60.86956521739131,122.82608695652175,0.4337391304347827
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,low,red,73.37700000000001,0.11311446366027501,31.57894736842105,112.04819277108433,0.3839230769230769
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,low,red,93.102,0.11814998603681982,40.0,107.27272727272728,0.39098039215686275
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,low,red,71.01,0.11406844106463877,19.379844961240313,111.11111111111111,0.4532727272727272
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,medium,red,72.58800000000001,0.15842839036755385,33.33333333333333,80.0,0.4755714285714286
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,low,red,76.533,0.13066258999385885,38.46153846153847,97.0,0.3450344827586207
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,medium,red,90.735,0.11351738579379513,41.17647058823529,111.6504854368932,0.4991
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,medium,red,110.46000000000001,0.07966684772768423,38.88888888888889,159.0909090909091,0.3825769230769231
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,medium,red,72.58800000000001,0.15705075219044468,28.57142857142857,80.7017543859649,0.47619047619047616
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,low,red,77.322,0.11251648948552803,75.0,112.64367816091956,0.8293333333333334
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,low,red,83.634,0.1554391754549585,31.914893617021278,81.53846153846153,0.38446153846153847
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,medium,red,89.946,0.1067307050897205,48.07692307692308,118.75,0.41541666666666666
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,medium,red,82.056,0.15233499073803256,36.76470588235294,83.2,0.3844230769230769
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,low,red,83.634,0.1183729105387761,35.714285714285715,107.07070707070707,0.4748095238095238
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,medium,red,74.166,0.1415743062858992,41.66666666666667,89.52380952380953,0.5871764705882353
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,low,red,80.47800000000001,0.1192872586296876,17.857142857142858,106.25,0.45399999999999996
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,low,red,76.533,0.12151620869428875,37.5,104.30107526881717,0.499
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,medium,red,86.79,0.11982947344164074,30.0,105.76923076923077,0.5542777777777778
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,low,red,80.47800000000001,0.1192872586296876,17.857142857142858,106.25,0.45399999999999996
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,medium,red,79.68900000000001,0.11795856391722821,19.35483870967742,107.44680851063828,0.36977777777777776
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,low,red,72.58800000000001,0.14602964677357136,26.08695652173913,86.79245283018867,0.06468387096774193
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,high,red,92.313,0.10182747825333377,35.294117647058826,124.46808510638296,0.35585714285714287
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,low,red,74.166,0.14292263301243158,33.33333333333333,88.67924528301887,0.4539090909090909
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,low,red,74.166,0.14292263301243158,38.88888888888889,88.67924528301887,0.4539090909090909
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,medium,red,105.726,0.10025916047140722,25.0,126.41509433962266,0.2431707317073171
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,low,red,78.9,0.12927756653992395,35.294117647058826,98.03921568627452,0.5250526315789474
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,low,red,78.9,0.12927756653992395,35.294117647058826,98.03921568627452,0.5250526315789474
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,medium,red,78.9,0.12927756653992395,35.714285714285715,98.03921568627452,0.5545555555555556
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,medium,red,85.212,0.1361310613528611,52.23880597014925,93.10344827586208,0.3572142857142857
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,medium,red,80.47800000000001,0.11555953179750987,38.46153846153847,109.6774193548387,0.38399999999999995
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,medium,red,83.634,0.11119879474854726,42.857142857142854,113.9784946236559,0.3565714285714286
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,medium,red,104.937,0.08767165060941326,48.0,144.56521739130437,0.39808
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,medium,red,105.726,0.08417986115052116,48.148148148148145,150.56179775280899,0.38269230769230766
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,medium,red,91.524,0.09505703422053231,28.39506172839506,133.33333333333334,0.3334
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,medium,red,95.46900000000001,0.06808492809184133,30.76923076923077,186.15384615384616,0.1199036144578313
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,high,red,86.79,0.1232860928678419,31.25,102.80373831775702,0.3835384615384615
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,medium,red,71.01,0.10984368398817067,36.84210526315789,115.3846153846154,0.5254736842105263
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,low,red,87.57900000000001,0.08221148905559551,38.05309734513274,154.16666666666666,0.39864
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,high,red,86.79,0.1232860928678419,31.25,102.80373831775702,0.3835384615384615
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,medium,red,91.524,0.09505703422053231,28.39506172839506,133.33333333333334,0.3334
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,medium,red,71.01,0.10984368398817067,36.84210526315789,115.3846153846154,0.5254736842105263
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,medium,red,94.68,0.10984368398817068,50.0,115.38461538461537,0.15251908396946565
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,medium,red,94.68,0.10984368398817068,50.0,115.38461538461537,0.15251908396946565
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,medium,red,86.001,0.12209160358600481,25.0,103.80952380952382,0.5250526315789474
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,medium,red,85.212,0.12322208139698633,27.27272727272727,102.85714285714288,0.5542222222222223
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,medium,red,98.625,0.10342205323193916,38.46153846153847,122.54901960784315,0.3437241379310345
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,medium,red,85.212,0.12204853776463409,28.57142857142857,103.84615384615385,0.5542222222222223
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,medium,red,74.955,0.1494229871256087,46.15384615384615,84.82142857142858,0.4347826086956522
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,medium,red,80.47800000000001,0.12425756107259125,41.935483870967744,102.0,0.4542727272727272
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,medium,red,89.946,0.14786649767638363,53.48837209302325,85.71428571428571,0.3566428571428572
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5,low,red,74.955,0.16543259288906678,44.18604651162791,76.61290322580645,0.2169130434782609
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,medium,red,80.47800000000001,0.12425756107259125,41.935483870967744,102.0,0.4542727272727272
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,medium,red,76.533,0.13980897129342898,30.612244897959183,90.65420560747664,0.47523809523809524
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,medium,red,93.102,0.11277953212605529,40.0,112.38095238095238,0.41554166666666664
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,medium,red,93.102,0.11277953212605529,40.0,112.38095238095238,0.41554166666666664
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,low,red,73.37700000000001,0.11584011338702861,22.516556291390728,109.41176470588236,0.16409836065573769
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,medium,red,93.891,0.13313310114920493,35.714285714285715,95.2,0.2327906976744186
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,low,red,66.276,0.15691954855452955,31.25,80.76923076923077,0.4759047619047619
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,medium,red,92.313,0.11807654393205724,34.375,107.33944954128441,0.35614285714285715
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,low,red,86.79,0.08411107270422859,36.79245283018868,150.68493150684932,0.39864
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,medium,red,78.9,0.12420785804816223,45.45454545454545,102.04081632653062,0.36970370370370365
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,low,red,71.799,0.10585105642139861,37.2093023255814,119.73684210526316,0.499
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5,low,red,77.322,0.10605002457256665,35.338345864661655,119.51219512195124,0.43386956521739134
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,low,red,74.166,0.12539438556751073,26.76056338028169,101.0752688172043,0.39912000000000003
