fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_label,wine_type,alcohol_g_per_L,acidity_to_alcohol_ratio,SO2_ratio,alc_acid_ratio,density_to_sugar_ratio,sugar_to_sulfur
7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,8,high,white,96.25800000000001,0.07272122836543456,19.047619047619047,174.28571428571428,0.07767187499999999,0.10158730158730159
9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,7,medium,white,77.322,0.11898295439848942,30.0,106.5217391304348,0.663,0.011538461538461539
8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,6,medium,white,86.79,0.09332872450743172,24.878048780487806,135.80246913580248,0.1228888888888889,0.03951219512195122
7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,6,medium,white,78.9,0.0988593155893536,36.875,128.2051282051282,0.1328,0.046875
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,6,medium,white,77.322,0.08794392281627479,29.411764705882355,144.11764705882354,0.06890344827586206,0.08529411764705883
7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.993,3.16,0.47,10.5,5,low,white,82.845,0.09535880258313718,10.416666666666668,132.91139240506328,0.620625,0.011111111111111112
8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,5,low,white,78.9,0.10139416983523447,6.896551724137931,125.0,0.5523333333333333,0.012413793103448275
8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,6,medium,white,88.36800000000001,0.09958355965960529,11.904761904761903,127.27272727272725,0.3104375,0.025396825396825397
7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7,medium,white,86.79,0.08411107270422859,21.641791044776117,150.68493150684932,0.10573404255319148,0.07014925373134329
7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,6,medium,white,88.36800000000001,0.08260908926308165,29.81366459627329,153.42465753424656,0.10037373737373738,0.061490683229813665
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,7,medium,white,86.79,0.08526327917962899,19.696969696969695,148.64864864864865,0.10688172043010752,0.07045454545454546
7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,6,medium,white,82.845,0.08811636188062043,25.0,143.83561643835617,0.7635384615384615,0.009558823529411765
8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,6,medium,white,83.634,0.09804624913312766,34.41558441558442,129.26829268292684,0.10365625,0.06233766233766234
8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,6,medium,white,83.634,0.09804624913312766,31.901840490797547,129.26829268292684,0.10701075268817203,0.057055214723926384
8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,6,medium,white,94.68,0.08871989860583016,23.157894736842106,142.85714285714286,0.12737179487179487,0.08210526315789474
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5,low,white,79.68900000000001,0.10415490218223343,20.118343195266274,121.68674698795179,0.5845882352941176,0.010059171597633136
8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,6,medium,white,79.68900000000001,0.10415490218223343,22.75449101796407,121.68674698795179,0.5846470588235294,0.010179640718562874
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,5,low,white,72.58800000000001,0.09092411968920482,14.049586776859504,139.39393939393938,0.82775,0.009917355371900825
6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11.0,5,low,white,86.79,0.07950224680262703,9.146341463414634,159.42028985507247,0.7090714285714287,0.008536585365853657
8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,6,medium,white,78.9,0.10139416983523447,16.756756756756758,125.0,0.11088888888888888,0.04864864864864865
6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6,medium,white,68.643,0.09614964380927406,25.949367088607595,131.8181818181818,0.05507988980716254,0.11487341772151898
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,low,white,68.643,0.10489052051920808,30.128205128205128,120.83333333333333,0.079848,0.08012820512820513
14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6,medium,white,87.57900000000001,0.16213932563742448,21.153846153846153,78.16901408450705,0.9018181818181817,0.007051282051282052
7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,6,medium,white,86.79,0.09102431155663095,24.615384615384617,139.2405063291139,0.12927272727272726,0.03948717948717949
7.4,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6,medium,white,87.57900000000001,0.08449514152936206,21.153846153846153,149.99999999999997,0.9018181818181817,0.007051282051282052
6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6,medium,white,68.643,0.09614964380927406,25.949367088607595,131.8181818181818,0.05507988980716254,0.11487341772151898
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,low,white,68.643,0.10489052051920808,30.128205128205128,120.83333333333333,0.079848,0.08012820512820513
8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,3.1,0.3,11.2,7,medium,white,88.36800000000001,0.09166214014122757,14.942528735632186,138.2716049382716,0.12275308641975309,0.04655172413793103
7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,7,medium,white,87.57900000000001,0.08563696776624533,29.1866028708134,148.0,0.1291038961038961,0.0368421052631579
7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6,medium,white,85.212,0.0856686851617143,29.906542056074763,147.94520547945206,0.19872,0.04672897196261682
7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,medium,white,71.01,0.09998591747641176,25.0,126.7605633802817,0.06407692307692309,0.08863636363636364
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6,medium,white,81.26700000000001,0.10459350043683166,13.934426229508196,121.1764705882353,0.6621333333333334,0.012295081967213115
8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5,low,white,78.111,0.11394041812292763,25.0,111.23595505617978,0.9926,0.041666666666666664
8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,6,medium,white,78.9,0.1026615969581749,21.62162162162162,123.45679012345681,0.9936,0.006756756756756757
6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.992,3.21,0.42,9.8,6,medium,white,77.322,0.07759757895553658,24.528301886792452,163.33333333333334,0.992,0.009433962264150943
7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6,medium,white,85.212,0.0856686851617143,29.906542056074763,147.94520547945206,0.19872,0.04672897196261682
7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,medium,white,71.01,0.09998591747641176,25.0,126.7605633802817,0.06407692307692309,0.08863636363636364
7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32,9.1,4,low,white,71.799,0.09888717113051712,33.72093023255814,128.16901408450704,1.24125,0.009302325581395349
7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.9924,3.23,0.57,10.6,6,medium,white,83.634,0.08608938948274625,25.961538461538463,147.2222222222222,0.7633846153846153,0.0125
7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,6,medium,white,83.634,0.0872850754477844,28.28282828282828,145.2054794520548,0.9025454545454545,0.011111111111111112
8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5,low,white,78.111,0.11394041812292763,25.0,111.23595505617978,0.9926,0.041666666666666664
7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,6,medium,white,83.634,0.09445919123801325,21.710526315789476,134.1772151898734,0.19138461538461538,0.034210526315789476
6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45,9.9,6,medium,white,78.111,0.08577537094647361,22.435897435897438,147.76119402985074,0.21159574468085107,0.03012820512820513
6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,6,medium,white,78.111,0.08577537094647361,22.78481012658228,147.76119402985074,0.20718750000000002,0.030379746835443037
7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,6,medium,white,100.992,0.07030259822560202,31.372549019607842,180.2816901408451,0.5501666666666666,0.01764705882352941
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6,medium,white,81.26700000000001,0.10459350043683166,13.934426229508196,121.1764705882353,0.6621333333333334,0.012295081967213115
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,medium,white,83.634,0.09445919123801325,22.929936305732486,134.1772151898734,0.19140384615384615,0.033121019108280254
6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,0.31,8.7,6,medium,white,68.643,0.09614964380927406,34.883720930232556,131.8181818181818,0.8280000000000001,0.009302325581395349
7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44,12.6,7,medium,white,99.414,0.07343030156718369,28.947368421052634,172.6027397260274,0.5506666666666666,0.011842105263157895
6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.9962,3.43,0.63,11.0,7,medium,white,86.79,0.07950224680262703,16.025641025641026,159.42028985507247,0.13107894736842104,0.04871794871794872
7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,7,medium,white,88.36800000000001,0.0893988774216911,19.51219512195122,141.77215189873417,0.12152439024390245,0.049999999999999996
6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,7,medium,white,84.423,0.08173128175971003,23.64864864864865,155.0724637681159,0.7639999999999999,0.008783783783783784
7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,6,medium,white,75.744,0.10033798056611744,24.725274725274726,126.3157894736842,0.09967000000000001,0.054945054945054944
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,medium,white,83.634,0.09445919123801325,22.929936305732486,134.1772151898734,0.19140384615384615,0.033121019108280254
6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,4,low,white,71.01,0.08731164624700746,10.434782608695652,145.16129032258064,0.155671875,0.05565217391304348
8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,4,low,white,82.845,0.10622246363691232,25.0,119.31818181818181,0.992,0.017857142857142856
7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6,medium,white,100.992,0.07723384030418251,21.153846153846153,164.10256410256412,0.5505555555555556,0.011538461538461539
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5,low,white,79.68900000000001,0.11419392889859327,8.928571428571429,110.98901098901099,0.4979,0.017857142857142856
7.1,0.34,0.49,1.5,0.027,26.0,126.0,0.99,3.3,0.33,12.2,7,medium,white,96.25800000000001,0.07376010305636933,20.634920634920633,171.83098591549296,0.66,0.011904761904761904
7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6,medium,white,100.992,0.07723384030418251,21.153846153846153,164.10256410256412,0.5505555555555556,0.011538461538461539
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5,low,white,79.68900000000001,0.11419392889859327,8.928571428571429,110.98901098901099,0.4979,0.017857142857142856
8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,0.51,10.1,6,medium,white,79.68900000000001,0.10666465886132338,24.786324786324787,118.82352941176471,0.28394285714285716,0.029914529914529916
7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,5,low,white,72.58800000000001,0.10470050146029646,22.78481012658228,121.05263157894737,0.05537950138504155,0.11424050632911392
7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,5,low,white,78.111,0.09601720628336598,17.272727272727273,132.0,0.5525555555555556,0.016363636363636365
7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6,medium,white,76.533,0.09669031659545556,26.063829787234045,131.08108108108107,0.12163414634146343,0.04361702127659574
6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,0.46,9.9,5,low,white,78.111,0.08577537094647361,22.29299363057325,147.76119402985074,0.19890000000000002,0.03184713375796178
6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.9946,3.21,0.45,9.9,5,low,white,78.111,0.08449514152936205,22.641509433962266,150.00000000000003,0.21621739130434786,0.02893081761006289
7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6,medium,white,76.533,0.09669031659545556,26.063829787234045,131.08108108108107,0.12163414634146343,0.04361702127659574
6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,0.5,10.3,6,medium,white,81.26700000000001,0.08490531211931042,29.761904761904763,149.27536231884056,0.14224285714285714,0.041666666666666664
7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931,3.16,0.35,10.3,5,low,white,81.26700000000001,0.09597991804791611,18.103448275862068,132.05128205128207,0.3203548387096774,0.026724137931034484
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,4,low,white,82.845,0.10260124328565394,21.296296296296298,123.52941176470588,0.1130340909090909,0.08148148148148149
6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,6,medium,white,82.845,0.08208099462852314,33.51648351648351,154.41176470588235,0.41470833333333335,0.013186813186813187
6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,0.44,9.8,6,medium,white,77.322,0.08018416492072114,27.027027027027028,158.06451612903228,0.7093571428571429,0.018918918918918916
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4,low,white,83.634,0.0848937035177081,13.28125,149.29577464788733,0.5525555555555556,0.0140625
6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,low,white,79.68900000000001,0.0803122137308788,32.142857142857146,157.81249999999997,0.08384873949579832,0.07083333333333333
7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,4,low,white,71.01,0.10702717927052527,26.17801047120419,118.42105263157896,0.07454477611940298,0.07015706806282723
9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,5,low,white,74.955,0.13074511373490763,10.92436974789916,96.93877551020408,0.06496103896103896,0.12941176470588237
9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,6,medium,white,90.735,0.09918994875185981,38.095238095238095,127.77777777777777,0.13802777777777778,0.08571428571428572
8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9,7,medium,white,93.891,0.08946544397226572,42.592592592592595,141.66666666666669,0.13424324324324324,0.06851851851851852
6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,low,white,79.68900000000001,0.0803122137308788,32.142857142857146,157.81249999999997,0.08384873949579832,0.07083333333333333
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,medium,white,72.58800000000001,0.0881688433349865,24.880382775119617,143.74999999999997,0.12764102564102564,0.03732057416267943
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,low,white,68.643,0.10634733330419707,27.878787878787882,119.17808219178082,0.07394074074074074,0.08181818181818182
9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,5,low,white,77.322,0.12027624738108171,23.12925170068027,105.3763440860215,0.7652307692307693,0.008843537414965987
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,medium,white,72.58800000000001,0.0881688433349865,24.880382775119617,143.74999999999997,0.12764102564102564,0.03732057416267943
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,low,white,68.643,0.10634733330419707,27.878787878787882,119.17808219178082,0.07394074074074074,0.08181818181818182
7.0,0.27,0.74,1.5,0.036,27.0,122.0,0.9926,3.35,0.48,11.2,6,medium,white,88.36800000000001,0.07921419518377693,22.131147540983605,160.0,0.6617333333333334,0.012295081967213115
7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,0.82,12.3,6,medium,white,97.04700000000001,0.08140385586365369,18.181818181818183,155.69620253164558,0.8258333333333333,0.007272727272727273
6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4,6,medium,white,82.056,0.07799551525787268,30.434782608695656,162.5,0.155390625,0.03975155279503106
6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,6,medium,white,84.423,0.08054677042985915,22.52252252252252,157.35294117647058,0.8263333333333334,0.01081081081081081
8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,6,medium,white,82.845,0.10380831673607338,14.285714285714285,122.09302325581395,0.13634246575342465,0.11587301587301586
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,medium,white,74.166,0.09438287085726614,27.205882352941174,134.2857142857143,0.2615263157894737,0.027941176470588233
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,medium,white,72.58800000000001,0.0881688433349865,25.728155339805824,143.74999999999997,0.13638356164383564,0.0354368932038835
6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,5,low,white,93.891,0.0702942774067802,45.90163934426229,180.3030303030303,0.3668888888888889,0.02213114754098361
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,medium,white,72.58800000000001,0.0881688433349865,25.728155339805824,143.74999999999997,0.13638356164383564,0.0354368932038835
6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,6,medium,white,78.111,0.08065445327802742,22.22222222222222,157.14285714285717,0.7094285714285714,0.012962962962962963
6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,6,medium,white,89.946,0.07448913792720077,21.27659574468085,170.1492537313433,0.619625,0.01702127659574468
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,medium,white,74.166,0.09438287085726614,27.205882352941174,134.2857142857143,0.2615263157894737,0.027941176470588233
8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,0.52,10.7,6,medium,white,84.423,0.09712992904777133,24.663677130044842,130.4878048780488,0.1245,0.03587443946188341
5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36,12.7,5,low,white,100.203,0.05588655030288514,35.064935064935064,226.78571428571428,0.2107659574468085,0.06103896103896104
5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,7,medium,white,106.515,0.052574754729380835,18.867924528301888,241.0714285714286,0.5200789473684211,0.035849056603773584
6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.9942,3.24,0.35,9.5,5,low,white,74.955,0.08938696551264093,28.467153284671532,141.79104477611938,0.3550714285714286,0.020437956204379562
7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,9,high,white,101.781,0.0697576168440082,27.43362831858407,181.69014084507046,0.45013636363636356,0.01946902654867257
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,6,medium,white,98.625,0.07604562737642585,40.36697247706422,166.66666666666669,0.5827058823529412,0.015596330275229357
5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,7,medium,white,74.955,0.07737976119004736,37.28813559322034,163.79310344827587,0.20275510204081632,0.041525423728813564
6.9,0.27,0.49,23.5,0.057,59.0,235.0,1.0024,2.98,0.47,8.6,5,low,white,67.854,0.10168892032894156,25.106382978723403,124.63768115942028,0.042655319148936166,0.1
8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9968,3.09,0.46,10.0,7,medium,white,78.9,0.1026615969581749,21.69811320754717,123.45679012345681,0.08447457627118644,0.05566037735849057
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,6,medium,white,98.625,0.07604562737642585,40.36697247706422,166.66666666666669,0.5827058823529412,0.015596330275229357
8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,6,medium,white,79.68900000000001,0.10290002384268844,19.0,123.17073170731707,0.19117307692307692,0.052000000000000005
7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,7,medium,white,89.15700000000001,0.08748611999057841,32.18390804597701,144.8717948717949,0.30996874999999996,0.0367816091954023
8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,0.4,10.6,7,medium,white,83.634,0.0956548772030514,35.0,132.5,0.6618666666666667,0.0125
8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.9958,3.14,0.34,10.8,5,low,white,85.212,0.09388349058818006,30.53435114503817,135.0,0.08511111111111112,0.08931297709923663
7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.9932,3.4,0.47,10.7,6,medium,white,84.423,0.08883834973881526,30.0,142.66666666666666,0.6207499999999999,0.011428571428571429
6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.9957,3.09,0.4,9.0,6,medium,white,71.01,0.09716941275876637,29.61165048543689,130.43478260869566,0.13639726027397261,0.0354368932038835
6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.9937,3.22,0.52,9.2,6,medium,white,72.58800000000001,0.08541356698076816,11.888111888111888,148.38709677419354,0.6210625,0.011188811188811189
6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,6,medium,white,67.065,0.09542980690375011,21.810699588477366,132.8125,0.07505263157894736,0.05473251028806585
6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,8,high,white,89.15700000000001,0.06954024922328027,24.21875,182.25806451612905,0.16546666666666668,0.046875
7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,7,medium,white,89.15700000000001,0.08748611999057841,32.18390804597701,144.8717948717949,0.30996874999999996,0.0367816091954023
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5,low,white,74.166,0.12000107866138124,12.977099236641221,105.61797752808988,0.62225,0.012213740458015267
6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.9957,3.11,0.37,8.7,6,medium,white,68.643,0.09469283102428507,9.467455621301776,133.84615384615384,0.12931168831168832,0.045562130177514794
7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,6,medium,white,74.166,0.09438287085726614,18.64406779661017,134.2857142857143,0.16871186440677965,0.05
9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.993,3.09,0.51,10.5,7,medium,white,82.845,0.10863661053775123,35.11450381679389,116.66666666666667,0.993,0.007633587786259542
6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.9954,3.38,0.53,9.7,6,medium,white,76.533,0.08362405759606967,22.981366459627328,151.56249999999997,0.15553124999999998,0.03975155279503106
9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.9987,3.31,0.44,10.2,6,medium,white,80.47800000000001,0.11183180496533213,26.666666666666668,113.33333333333333,0.09602884615384616,0.05333333333333334
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5,low,white,74.166,0.12000107866138124,12.977099236641221,105.61797752808988,0.62225,0.012213740458015267
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,6,medium,white,90.735,0.09037306441836115,12.962962962962962,140.2439024390244,0.2836571428571429,0.032407407407407406
7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.9951,2.94,0.31,9.6,6,medium,white,75.744,0.10297845373891001,21.428571428571427,123.07692307692308,0.12923376623376623,0.07857142857142857
6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,11.4,5,low,white,89.946,0.07671269428323661,4.958677685950414,165.2173913043478,0.5516666666666666,0.01487603305785124
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,6,medium,white,90.735,0.09037306441836115,12.962962962962962,140.2439024390244,0.2836571428571429,0.032407407407407406
7.1,0.28,0.49,6.5,0.041,28.0,111.0,0.9926,3.41,0.58,12.2,8,high,white,96.25800000000001,0.07376010305636933,25.225225225225223,171.83098591549296,0.15270769230769232,0.05855855855855856
7.4,0.19,0.49,6.7,0.037,15.0,110.0,0.9938,3.2,0.38,11.0,7,medium,white,86.79,0.08526327917962899,13.636363636363635,148.64864864864865,0.14832835820895524,0.06090909090909091
8.3,0.25,0.49,16.8,0.048,50.0,228.0,1.0001,3.03,0.52,9.2,6,medium,white,72.58800000000001,0.11434396870006061,21.929824561403507,110.84337349397589,0.059529761904761905,0.0736842105263158
7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.9933,3.26,0.45,10.2,6,medium,white,80.47800000000001,0.09319317080444343,16.666666666666664,136.0,0.6208125,0.012698412698412698
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,5,low,white,78.9,0.0988593155893536,19.463087248322147,128.2051282051282,0.14217142857142856,0.04697986577181208
8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.9934,3.13,0.48,9.7,6,medium,white,76.533,0.10583669789502567,26.875,119.75308641975309,0.8278333333333333,0.0075
7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,5,low,white,72.58800000000001,0.10470050146029646,19.090909090909093,121.05263157894737,0.07683076923076923,0.05909090909090909
7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.993,3.1,0.39,10.5,5,low,white,82.845,0.09535880258313718,24.761904761904763,132.91139240506328,0.2613157894736842,0.03619047619047619
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,5,low,white,78.9,0.0988593155893536,19.463087248322147,128.2051282051282,0.14217142857142856,0.04697986577181208
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,6,medium,white,79.68900000000001,0.0803122137308788,27.81456953642384,157.81249999999997,0.13264,0.04966887417218543
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,7,medium,white,71.799,0.10167272524686972,37.3134328358209,124.65753424657532,0.06429581993569132,0.11604477611940299
8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,3.09,0.57,10.2,7,medium,white,80.47800000000001,0.10064862446879891,34.72222222222222,125.92592592592592,0.0810650406504065,0.08541666666666667
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,7,medium,white,71.799,0.10167272524686972,37.3134328358209,124.65753424657532,0.06429581993569132,0.11604477611940299
